"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","familiarity","fit_1","fit_2","fit_3","fit_4","fit_5","fit_6","attitude_1","attitude_2","attitude_3","similarity_1","similarity_2","similarity_3","similarity_4","similarity_5","cohesiveness_1","cohesiveness_2","cohesiveness_3","cohesiveness_4","age","gender","country","edu","field","field_2_TEXT","email","FL_9_DO"
"111","2021-05-01 05:11:10","2021-05-01 05:16:01","IP Address",NA,"100","290","True","2021-05-01 05:16:01","R_2q9Ny4WLekqmpvY","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","4","4","4","6","5","5","5","6","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","33","Male","Italy","Master's degree","Other","",NA,"sponsor4"
"112","2021-05-01 05:14:26","2021-05-01 05:24:14","IP Address",NA,"100","587","True","2021-05-01 05:24:14","R_2wGNtyPz1pbLJNM","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","5","5","5","3","6","7","6","6","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","52","Male","Italy","High school","Business or related","",NA,"sponsor2"
"113","2021-05-01 05:26:22","2021-05-01 05:29:44","IP Address",NA,"100","202","True","2021-05-01 05:29:44","R_5tZ74IOATxXwh7H","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","6","5","5","5","6","6","7","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","23","Female","Italy","High school","Other","",NA,"sponsor1"
"114","2021-05-01 05:38:57","2021-05-01 05:40:59","IP Address",NA,"100","121","True","2021-05-01 05:41:01","R_1LA4zOXepjCPsQI","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","3","4","4","4","3","4","4","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","42","Male","Italy","Master's degree","Business or related","",NA,"sponsor4"
"115","2021-05-01 05:39:12","2021-05-01 05:43:03","IP Address",NA,"100","231","True","2021-05-01 05:43:04","R_W98A14jsrwOsWzf","","","","",NA,NA,"anonymous","EN","Slightly familiar","2","3","2","3","3","2","2","3","3","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Female","Italy","Bachelor's degree","Other","Language",NA,"sponsor3"
"116","2021-05-01 05:42:11","2021-05-01 05:49:17","IP Address",NA,"100","426","True","2021-05-01 05:49:17","R_2aIZkGILaDuMyfy","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","5","3","6","6","6","6","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","63","Female","Italy","High school","Other","Responsabile amministrativo ",NA,"sponsor4"
"117","2021-05-01 05:47:23","2021-05-01 05:50:01","IP Address",NA,"100","158","True","2021-05-01 05:50:01","R_3GljMcsKvKc12n6","","","","",NA,NA,"anonymous","EN","Extremely familiar","5","5","5","7","3","5","6","6","6","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","24","Female","Liechtenstein","Bachelor's degree","Other","Communications",NA,"sponsor1"
"118","2021-05-01 05:14:38","2021-05-01 06:11:06","IP Address",NA,"100","3387","True","2021-05-01 06:11:06","R_2xJ0YwA0XsmmV6V","","","","",NA,NA,"anonymous","EN","Not familiar at all","6","5","5","4","5","6","5","5","6","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","24","Female","Italy","High school","Other","",NA,"sponsor3"
"119","2021-05-01 06:11:03","2021-05-01 06:13:07","IP Address",NA,"100","124","True","2021-05-01 06:13:08","R_2eRotow4HJg45NI","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","3","3","3","3","2","2","2","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","23","Male","Germany","High school","Business or related","",NA,"sponsor2"
"120","2021-05-01 06:37:24","2021-05-01 06:39:04","IP Address",NA,"100","99","True","2021-05-01 06:39:04","R_3EbXx89kXZbARSz","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","4","4","4","3","3","3","3","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","21","Female","United States of America","Bachelor's degree","Other","",NA,"sponsor4"
"121","2021-05-01 06:44:58","2021-05-01 06:47:52","IP Address",NA,"100","173","True","2021-05-01 06:47:53","R_3EuQb32tl6XgmcG","","","","",NA,NA,"anonymous","EN","Not familiar at all","7","7","7","7","7","7","7","7","7","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","23","Male","Netherlands","Bachelor's degree","Other","",NA,"sponsor2"
"122","2021-05-01 06:43:25","2021-05-01 06:47:58","IP Address",NA,"100","273","True","2021-05-01 06:47:58","R_1dEwQO4mh8o5QgF","","","","",NA,NA,"anonymous","EN","Very familiar","7","7","7","7","7","7","7","7","7","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","23","Female","Nigeria","Bachelor's degree","Other","Engineering ",NA,"sponsor1"
"123","2021-05-01 06:49:45","2021-05-01 06:54:53","IP Address",NA,"100","307","True","2021-05-01 06:54:53","R_3n2YLABp2AEoUiC","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","3","7","6","7","6","7","Strongly agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","20","Female","Italy","High school","Other","",NA,"sponsor3"
"124","2021-05-01 06:53:29","2021-05-01 06:58:13","IP Address",NA,"100","284","True","2021-05-01 06:58:13","R_11cPc29vZJKJYtk","","","","",NA,NA,"anonymous","EN","Not familiar at all","5","5","5","5","4","5","6","6","6","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","53","Male","Italy","Master's degree","Other","Teaching",NA,"sponsor1"
"125","2021-05-01 06:55:03","2021-05-01 07:00:03","IP Address",NA,"100","299","True","2021-05-01 07:00:04","R_vOWdpOzDPKtJ8L7","","","","",NA,NA,"anonymous","EN","Very familiar","5","5","4","6","6","5","5","5","6","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","22","Female","United States of America","Bachelor's degree","Other","History",NA,"sponsor1"
"126","2021-05-01 07:15:20","2021-05-01 07:21:18","IP Address",NA,"100","358","True","2021-05-01 07:21:18","R_1LuJXrNLC1Ozlki","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","3","3","5","3","5","5","5","5","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","25","Female","Italy","Master's degree","Business or related","",NA,"sponsor2"
"127","2021-05-01 07:17:42","2021-05-01 07:35:19","IP Address",NA,"100","1056","True","2021-05-01 07:35:20","R_1IHt5O9XZAe7ipH","","","","",NA,NA,"anonymous","EN","Very familiar","4","4","4","4","4","4","4","4","4","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","24","Male","Viet Nam","Bachelor's degree","Business or related","",NA,"sponsor3"
"128","2021-05-01 06:21:50","2021-05-01 07:37:36","IP Address",NA,"100","4546","True","2021-05-01 07:37:36","R_1kNCr3MhEjuqv6v","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","3","4","3","5","6","5","5","6","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","40","Male","Jordan","Bachelor's degree","Other","Accounting",NA,"sponsor3"
"129","2021-05-01 08:06:00","2021-05-01 08:07:57","IP Address",NA,"100","116","True","2021-05-01 08:07:58","R_1LqIP0dF2xwY4LV","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","3","3","3","4","4","3","4","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","24","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor4"
"130","2021-05-01 07:58:15","2021-05-01 08:08:23","IP Address",NA,"100","608","True","2021-05-01 08:08:24","R_2a9vHJCoer1opw6","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","1","4","6","3","2","4","5","5","Somewhat disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","20","Female","Italy","High school","Other","Classical studies",NA,"sponsor2"
"131","2021-05-01 08:19:19","2021-05-01 08:20:35","IP Address",NA,"100","76","True","2021-05-01 08:20:36","R_3LaUr1iGVho5WSd","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","7","7","7","7","7","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","22","Male","Italy","High school","Business or related","",NA,"sponsor2"
"132","2021-05-01 08:39:21","2021-05-01 08:46:52","IP Address",NA,"100","450","True","2021-05-01 08:46:53","R_2tb4Tn6pl09clh7","","","","",NA,NA,"anonymous","EN","Very familiar","7","4","6","7","7","7","5","6","6","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","52","Male","Italy","High school","Other","",NA,"sponsor3"
"133","2021-05-01 09:08:22","2021-05-01 09:10:09","IP Address",NA,"100","106","True","2021-05-01 09:10:09","R_2YS6THGUt0J7eMZ","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","7","7","7","7","7","7","7","7","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","22","Female","Sweden","Bachelor's degree","Business or related","",NA,"sponsor1"
"134","2021-05-01 09:12:03","2021-05-01 09:16:17","IP Address",NA,"100","254","True","2021-05-01 09:16:18","R_25Sc1cgy5X6UFcH","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","5","5","4","6","4","5","5","6","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","43","Male","Italy","Bachelor's degree","Other","",NA,"sponsor4"
"135","2021-05-01 08:15:12","2021-05-01 09:21:03","IP Address",NA,"100","3951","True","2021-05-01 09:21:04","R_1lgcDRYyvc7pZPy","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","66","Male","Italy","Master's degree","Other","Health",NA,"sponsor4"
"136","2021-05-01 09:27:48","2021-05-01 09:30:20","IP Address",NA,"100","152","True","2021-05-01 09:30:21","R_22VQmVKzAY25ZTa","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","2","3","3","3","4","5","4","3","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","52","Male","Italy","PhD","Business or related","",NA,"sponsor2"
"137","2021-05-01 09:31:19","2021-05-01 09:33:53","IP Address",NA,"100","153","True","2021-05-01 09:33:54","R_2CWem6zfRa7wSgb","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","5","5","1","5","3","4","3","3","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","23","Female","Germany","High school","Other","Psychology ",NA,"sponsor3"
"138","2021-05-01 09:34:16","2021-05-01 09:36:53","IP Address",NA,"100","157","True","2021-05-01 09:36:53","R_1rkQ4QjVuyNEncg","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","3","3","2","2","1","3","2","4","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","31","Male","Germany","PhD","Business or related","",NA,"sponsor4"
"139","2021-05-01 09:49:25","2021-05-01 09:51:43","IP Address",NA,"100","137","True","2021-05-01 09:51:44","R_1Ho9nULNIkbcGOz","","","","",NA,NA,"anonymous","EN","Slightly familiar","7","7","7","7","7","7","7","7","7","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","21","Female","Russian Federation","Bachelor's degree","Business or related","",NA,"sponsor1"
"140","2021-05-01 10:15:25","2021-05-01 10:19:08","IP Address",NA,"100","222","True","2021-05-01 10:19:08","R_1DwiXpa8fZQIZAf","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","3","2","4","5","5","4","5","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","22","Female","United States of America","Bachelor's degree","Other","Scientific research ",NA,"sponsor3"
"141","2021-05-01 10:15:34","2021-05-01 10:22:03","IP Address",NA,"100","388","True","2021-05-01 10:22:04","R_2wTtFcA7tZtnQ31","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","2","3","4","2","4","3","3","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","22","Female","Italy","High school","Business or related","",NA,"sponsor2"
"142","2021-05-01 10:50:54","2021-05-01 10:58:42","IP Address",NA,"100","468","True","2021-05-01 10:58:43","R_1lzqsnwyEd1SBek","","","","",NA,NA,"anonymous","EN","Very familiar","5","3","3","4","5","3","3","5","3","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","22","Female","Italy","High school","Other","Politics",NA,"sponsor2"
"143","2021-05-01 10:56:16","2021-05-01 11:02:37","IP Address",NA,"100","380","True","2021-05-01 11:02:37","R_2tEC6BgMozMaiCV","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","1","3","1","1","1","1","1","1","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","22","Female","United States of America","Bachelor's degree","Other","Communication ",NA,"sponsor3"
"144","2021-05-01 11:01:39","2021-05-01 11:05:50","IP Address",NA,"100","250","True","2021-05-01 11:05:50","R_0ihiPqFubn6abyp","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","7","7","6","5","7","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","22","Female","Italy","Bachelor's degree","Other","Diplomatic and international science ",NA,"sponsor4"
"145","2021-05-01 10:58:39","2021-05-01 11:13:12","IP Address",NA,"100","872","True","2021-05-01 11:13:13","R_2SvNuWNzc5w6mNv","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","5","3","3","3","2","5","5","4","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","35","Male","Italy","High school","Business or related","",NA,"sponsor1"
"146","2021-05-01 11:51:33","2021-05-01 11:54:00","IP Address",NA,"100","146","True","2021-05-01 11:54:01","R_2D6zJIKqDL4a0kY","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","3","3","3","2","4","4","3","3","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat disagree","18","Male","Canada","High school","Other","",NA,"sponsor4"
"147","2021-05-01 11:51:55","2021-05-01 11:55:16","IP Address",NA,"100","200","True","2021-05-01 11:55:16","R_3s60zUczMNeQozg","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","6","5","5","6","6","6","6","7","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","23","Female","Italy","High school","Other","mediation",NA,"sponsor1"
"148","2021-05-01 12:12:10","2021-05-01 12:20:09","IP Address",NA,"100","478","True","2021-05-01 12:20:09","R_30bFNMvaXfGH5Sx","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","4","1","4","7","4","5","5","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","21","Female","Italy","High school","Other","Children’s education ",NA,"sponsor4"
"149","2021-05-01 13:12:00","2021-05-01 13:14:47","IP Address",NA,"100","166","True","2021-05-01 13:14:47","R_2EzBAacYn3LzP16","","","","",NA,NA,"anonymous","EN","Very familiar","2","3","3","2","2","2","3","3","3","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","22","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor3"
"150","2021-05-01 13:13:22","2021-05-01 13:15:24","IP Address",NA,"100","122","True","2021-05-01 13:15:24","R_2wTwupev54vt8Yl","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","5","5","5","5","5","6","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","25","Male","Slovenia","Bachelor's degree","Business or related","",NA,"sponsor1"
"151","2021-05-01 15:10:47","2021-05-01 15:14:10","IP Address",NA,"100","202","True","2021-05-01 15:14:10","R_2zxbdO1sNgXTjm4","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","5","5","6","4","5","5","5","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","22","Female","Italy","High school","Business or related","",NA,"sponsor4"
"152","2021-05-01 05:11:44","2021-05-01 15:32:07","IP Address",NA,"100","37222","True","2021-05-01 15:32:08","R_1MMUFTNvbPn4DMd","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","4","7","7","6","5","4","7","5","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","22","Female","Italy","High school","Other","Farmaceutical chemistry",NA,"sponsor2"
"153","2021-05-01 15:37:41","2021-05-01 15:39:12","IP Address",NA,"100","91","True","2021-05-01 15:39:13","R_2OW84IOxvaR5uo9","","","","",NA,NA,"anonymous","EN","Extremely familiar","5","5","5","3","4","5","4","4","4","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","22","Female","Spain","Bachelor's degree","Business or related","",NA,"sponsor3"
"154","2021-05-01 15:41:36","2021-05-01 15:45:43","IP Address",NA,"100","246","True","2021-05-01 15:45:43","R_1fcK6jkuaMjD8BB","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","2","4","2","6","5","3","4","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","23","Female","Italy","Bachelor's degree","Other","Pharmaceutical",NA,"sponsor2"
"155","2021-05-01 15:57:49","2021-05-01 16:00:57","IP Address",NA,"100","187","True","2021-05-01 16:00:58","R_1hQpPTxWZ2I30Mx","","","","",NA,NA,"anonymous","EN","Not familiar at all","3","3","3","3","5","6","3","5","5","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly disagree","27","Female","Italy","Bachelor's degree","Business or related","",NA,"sponsor3"
"156","2021-05-01 16:35:26","2021-05-01 16:37:17","IP Address",NA,"100","110","True","2021-05-01 16:37:18","R_pmTvpZI6A4kBKh3","","","","",NA,NA,"anonymous","EN","Very familiar","5","6","5","5","4","4","7","7","5","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","22","Prefer not to say","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","",NA,"sponsor4"
"157","2021-05-01 17:09:56","2021-05-01 17:11:58","IP Address",NA,"100","122","True","2021-05-01 17:11:59","R_3OpgLHiY9XY2vTj","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","5","5","5","5","5","5","5","5","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","22","Female","United Kingdom of Great Britain and Northern Ireland","High school","Business or related","",NA,"sponsor3"
"158","2021-05-02 01:29:44","2021-05-02 01:32:00","IP Address",NA,"100","136","True","2021-05-02 01:32:01","R_1Ii5JaCUmpzzmEq","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","3","5","4","5","5","3","4","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","42","Male","Italy","High school","Business or related","",NA,"sponsor4"
"159","2021-05-02 02:11:19","2021-05-02 02:13:01","IP Address",NA,"100","101","True","2021-05-02 02:13:01","R_2V48ga7CbU5qeHQ","","","","",NA,NA,"anonymous","EN","Very familiar","2","2","2","2","2","2","2","2","2","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","24","Female","Netherlands","Master's degree","Business or related","",NA,"sponsor4"
"160","2021-05-02 03:11:52","2021-05-02 03:14:12","IP Address",NA,"100","140","True","2021-05-02 03:14:12","R_2Va9zLOQuhdj5J8","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","3","3","3","3","3","4","3","4","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","22","Female","Slovakia","Bachelor's degree","Other","",NA,"sponsor2"
"161","2021-05-02 03:45:26","2021-05-02 03:50:08","IP Address",NA,"100","281","True","2021-05-02 03:50:09","R_3HIJ59Y1umCUDzo","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","5","4","3","6","4","4","4","4","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","55","Male","Switzerland","Bachelor's degree","Business or related","",NA,"sponsor1"
"162","2021-05-02 04:53:32","2021-05-02 04:57:38","IP Address",NA,"100","245","True","2021-05-02 04:57:39","R_1IuAtjITzkegn2C","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","5","4","2","4","4","4","4","4","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","24","Female","United States of America","Bachelor's degree","Business or related","",NA,"sponsor3"
"163","2021-05-02 05:42:59","2021-05-02 05:46:17","IP Address",NA,"100","198","True","2021-05-02 05:46:17","R_3fIVXzN6XbpJNlf","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","6","6","6","6","6","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","23","Male","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","Media and Communications",NA,"sponsor1"
"164","2021-05-02 06:22:18","2021-05-02 06:30:04","IP Address",NA,"100","466","True","2021-05-02 06:30:05","R_OBuL1DrAvNhfQGZ","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","3","3","4","4","4","6","6","5","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","21","Female","Italy","High school","Other","Architecture",NA,"sponsor2"
"165","2021-05-02 06:24:46","2021-05-02 06:33:32","IP Address",NA,"100","526","True","2021-05-02 06:33:32","R_1dDXUiSKnZWVLPo","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","6","5","7","6","6","6","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","22","Female","Italy","High school","Other","Architecture ",NA,"sponsor3"
"166","2021-05-02 06:35:50","2021-05-02 06:37:55","IP Address",NA,"100","125","True","2021-05-02 06:37:56","R_XtBlUkstigOrnQR","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","4","3","6","6","7","6","7","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","20","Male","Italy","Bachelor's degree","Other","architecture",NA,"sponsor2"
"167","2021-05-02 06:35:10","2021-05-02 06:39:41","IP Address",NA,"100","271","True","2021-05-02 06:39:41","R_RIdjyNV3ebozpkJ","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","1","3","1","4","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","21","Male","Italy","High school","Business or related","",NA,"sponsor4"
"168","2021-05-02 06:42:53","2021-05-02 06:45:53","IP Address",NA,"100","179","True","2021-05-02 06:45:53","R_tX9bUspdm5fbDIR","","","","",NA,NA,"anonymous","EN","Not familiar at all","6","5","4","4","7","7","7","6","7","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","24","Female","China","Master's degree","Other","Communication studies",NA,"sponsor2"
